Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"In anticipation of the impending mission, a comprehensive evaluation of ship ABC is required. The primary emphasis is on assessing its gun capabilities, which involves considerations of capacity, reliability (with a target reliability of 0.9), and specific features such as range, consistency, and accuracy. To evaluate the current operational status of the guns, parameters P1, P2, and P3 at the ship level will be employed. It is crucial to maintain a strict standard to ensure that the risk score for the mission remains below 11 out of 25, taking into account parameters P4 and P5.",Mission,,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Available
"The mission is now approaching the cruising phase, for which only 2 GTs need to be run for the next 20 hours. As per the criteria for balancing loads, 1 GT from front and 1 GT from aft needs to run. Select the best suitable combination to achieve 0.9 reliability criteria with risk score of not more than 7/18. If more than one GTs fulfil the above criteria, then choose the combination such that the working hours of all GTs are balanced.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Amidst the upcoming mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"In preparation for the cruising phase, only 2 GTs need to be operational for the next 20 hours. Balancing loads necessitates one GT from the front and one from the aft to run. The goal is to select the most suitable combination ensuring a reliability of 0.9 with a risk score below 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission enters the cruising phase, only 2 GTs need to operate for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination ensuring a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Preceding the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the most suitable combination to achieve a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"During the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the best combination to achieve a reliability of 0.9 with a risk score below 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission's cruising phase approaches, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination ensuring a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"During the upcoming mission's cruising phase, only 2 GTs need to be operational for the next 20 hours. Balancing loads requires one GT from the front and one from the aft to run. The objective is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission approaches its cruising phase, only 2 GTs need to operate for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The goal is to select the most suitable combination ensuring a reliability of 0.9 with a risk score below 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Amidst the mission's transition to the cruising phase, only 2 GTs need to be operational for the next 20 hours. Ensuring load balancing, one GT from the front and one from the aft should be running. The objective is to select a combination achieving a reliability of 0.9 with a risk score not exceeding 7/18. If multiple GTs meet the criteria, prioritize combinations with balanced working hours for all GTs.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The fleet needs to schedule plan for refit of ships and submarines present in the command in upcoming annual refit conference. Two operational dry docks are available in yard, no more that three ship/submarine should come for refit at a time. MoM are to be released with prioritizing ship/submarine within a week.  Repair workshop at the time of ship’s refit need to be fully operational and available with more than 80% manpower strength. Spares required during overhaul of equipment may arrive two months before the commencement of the refit plan.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet needs to schedule a plan for the refit of ships and submarines at the upcoming annual conference. There are two dry docks available, and no more than three vessels should undergo refit simultaneously. Memorandums of understanding (MoMs) will be released within a week, prioritizing the vessels. Repair workshops must maintain at least 80% manpower during refits. Spare parts for equipment overhauls will be delivered two months before the refit begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet is planning the annual refit for ships and submarines. Two dry docks are available, but only three vessels can be refitted concurrently. MoMs will be issued within a week to prioritize the vessels. It is imperative that repair workshops maintain over 80% of their manpower during refits. Spare parts for equipment overhaul should be procured two months prior to the refit commencement.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The upcoming annual refit conference requires meticulous planning for both ships and submarines. There are only two operational dry docks in the yard, limiting simultaneous refits to three vessels. MoMs, crucial for prioritizing vessels, must be released within a week. The repair workshops must operate with no less than 80% manpower during refits to ensure efficiency. Additionally, spare parts necessary for equipment overhauls should be procured and available at least two months before the refit schedule begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet must plan the annual refit for its ships and submarines. With only two dry docks available, no more than three vessels can be refitted simultaneously. MoMs will be distributed within a week to prioritize vessels, while ensuring that repair workshops maintain at least 80% manpower during refits. Spare parts for equipment overhauls are expected to arrive two months prior to the commencement of refits.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Planning the annual refit for ships and submarines is underway. The limited availability of two dry docks necessitates careful coordination, with a maximum of three vessels undergoing refit concurrently. MoMs will be dispatched promptly to prioritize vessels, while repair workshops are required to operate with a minimum of 80% manpower during refits. Adequate spare parts for equipment overhauls are to be procured and delivered two months prior to the scheduled refit start date.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The annual refit conference demands thorough planning for both ships and submarines. Only two operational dry docks are available, restricting simultaneous refits to three vessels. MoMs must be issued within a week to effectively prioritize vessels. Maintaining a workforce of at least 80% in repair workshops during refits is crucial. Furthermore, it's imperative to procure and have available all necessary spare parts for equipment overhauls at least two months prior to the refit initiation.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"As the annual refit conference approaches, the fleet must plan for the maintenance of ships and submarines. With only two dry docks operational, no more than three vessels can be refitted simultaneously. MoMs will be released within a week to prioritize vessels, while ensuring that repair workshops maintain at least 80% manpower during refits. Spare parts for equipment overhauls are expected to arrive two months before the refit schedule begins.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The fleet is preparing for the annual refit of its ships and submarines. Limited by two dry docks, simultaneous refits are capped at three vessels. MoMs will be promptly issued to prioritize vessels, while repair workshops must retain a minimum of 80% manpower during refits. Procurement and delivery of spare parts for equipment overhauls are expected two months prior to the commencement of the refit schedule.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"Ahead of the annual refit conference, meticulous planning is required for both ships and submarines. The fleet must work within the constraints of two dry docks, allowing only three vessels to be refitted concurrently. MoMs must be expedited to prioritize vessels within a week. It's imperative to maintain a workforce of at least 80% in repair workshops during refits. Additionally, all necessary spare parts for equipment overhauls must be procured and available two months before the scheduled refit start.",Maintenance,,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The ship has been ordered to sail during the annual maintenance period wherein maintenance routines were being undertaken on various equipment. Workshop has been directed to finish the maintenance task and make the ship sea worthy within 48 hours of notice. In order to stick to the new promulgated timelines, the quality of work done by workshop must not deviate more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been ordered to sail during the annual maintenance period wherein maintenance routines were being undertaken on various equipment. The workshop has been directed to finish the maintenance task and make the ship seaworthy within 48 hours of notice. In order to stick to the new promulgated timelines, the quality of work done by the workshop must not deviate more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has received orders to sail. Various equipment maintenance routines were ongoing at the time. The workshop has been given a directive to complete the maintenance tasks and ensure the ship is seaworthy within 48 hours of notice. Adherence to the newly established timelines requires that the quality of work performed by the workshop does not deviate by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst the annual maintenance period, the ship has been mandated to sail. Maintenance routines for various equipment were being executed. The workshop has been tasked with completing the maintenance assignments and ensuring the ship is seaworthy within 48 hours of notice. To adhere to the newly established timelines, the quality of work performed by the workshop must not deviate more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"While undergoing annual maintenance, the ship has been given orders to sail. Maintenance routines for various equipment were ongoing during this period. The workshop has been directed to finalize the maintenance tasks and guarantee the ship's seaworthiness within 48 hours of notice. Compliance with the newly enforced timelines necessitates that the workshop's work quality does not deviate by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been instructed to sail amidst the annual maintenance period, during which maintenance routines for various equipment were in progress. The workshop has been given the task of completing the maintenance assignments and ensuring the ship is seaworthy within 48 hours of notice. To meet the new timelines, the workshop must ensure that the quality of work does not deviate by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst the annual maintenance period, orders have been issued for the ship to sail. Maintenance routines for various equipment were underway at the time. The workshop has been tasked with completing the maintenance tasks and ensuring the ship's seaworthiness within 48 hours of notice. Adhering to the newly introduced timelines requires that the quality of work performed by the workshop maintains a deviation of no more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been mandated to sail during the annual maintenance period, amidst ongoing maintenance routines for various equipment. The workshop has received instructions to finalize the maintenance tasks and ensure the ship's seaworthiness within 48 hours of notice. To comply with the newly implemented timelines, the workshop must ensure that the quality of work performed does not deviate by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been ordered to set sail while various equipment maintenance routines were being carried out. The workshop has been directed to complete the maintenance tasks and ensure the ship is seaworthy within 48 hours of notice. To meet the new timelines, the workshop must maintain a work quality deviation of no more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been directed to sail during the annual maintenance period, amidst ongoing maintenance routines for various equipment. The workshop has been instructed to complete the maintenance tasks and ensure the ship's seaworthiness within 48 hours of notice. Adhering to the newly established timelines requires that the quality of work performed by the workshop does not deviate by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"A ship named XYZ, during its operational cycle, has initiated condition-based inspections of shock mounts for various pumps and gas turbines. Some shock mount readings are approaching the warning threshold. The ship is scheduled to embark on a voyage within the next 48 hours, with an anticipated operational duration of 7 days. It's imperative to replace these shock mounts promptly to maintain mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"A vessel designated as DEF, currently in its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. Certain shock mount readings are nearing the warning threshold. The vessel is set to depart within 48 hours for a mission lasting 7 days. Urgent replacement of these shock mounts is essential to uphold mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"During its operational cycle, ship MNO has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Some shock mount readings are approaching the warning threshold. The ship is slated to sail within the next 48 hours for a mission spanning 7 days. Swift replacement of these shock mounts is imperative to maintain mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship PQR, amidst its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. A few shock mount readings are nearing the warning threshold. The ship is scheduled to depart within the next 48 hours for a 7-day mission. Immediate replacement of these shock mounts is necessary to sustain mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"A ship known as LMN, currently in its operational cycle, has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Certain shock mount readings are approaching the warning threshold. The ship is set to embark on a mission within the next 48 hours, expected to last 7 days. Urgent replacement of these shock mounts is essential to uphold mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship GHI, amidst its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. Some shock mount readings are nearing the warning threshold. The ship is slated to sail within the next 48 hours for a mission spanning 7 days. Immediate replacement of these shock mounts is necessary to maintain mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Vessel JKL, during its operational cycle, has initiated condition-based inspections on shock mounts for various pumps and gas turbines. A few shock mount readings are approaching the warning threshold. The vessel is scheduled to depart within the next 48 hours for a mission lasting 7 days. Swift replacement of these shock mounts is imperative to sustain mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship STU, currently in its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. Certain shock mount readings are nearing the warning threshold. The ship is set to embark on a mission within the next 48 hours, expected to last 7 days. Urgent replacement of these shock mounts is essential to uphold mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"During its operational cycle, ship VWX has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Some shock mount readings are approaching the warning threshold. The ship is scheduled to depart within the next 48 hours for a 7-day mission. Immediate replacement of these shock mounts is necessary to maintain mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship EFG, amidst its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. A few shock mount readings are nearing the warning threshold. The ship is slated to sail within the next 48 hours for a mission spanning 7 days. Swift replacement of these shock mounts is imperative to sustain mission reliability at 0.9.",Maintenance,,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Satellite images reveal an enemy ship at location K, around 300 miles northwest of its home base. We're gearing up to intercept and investigate, prepared to use missiles if necessary. The mission is scheduled within the next 48 hours, prompting the deployment of a suitable ship within the next 24 hours. The chosen vessel should have a speed of 25 knots, including operational propulsion and PGD systems. It must ensure an endurance of at least 7 days, encompassing supplies such as rations, fuel, and a Reverse Osmosis (RO) plant for freshwater. Further details about specific ship requirements and potential threats are currently being assessed.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
