Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"An annual conference is necessary to schedule the refitting of ships and submarines at their docks. The fleet must have two operational dry dock facilities, but they can only refuel three ships or submarine simultaneously while the MoM release concentratees are in place within one week.",Maintenance,Not Applicable,Fleet,Select K out of N,Ship,Fleet,7 days,Yard,Maintenance scheduling,Maximum conformance,"Manpower availability,Spares availability",Ship class
"The ship has been ordered to sail during the annual maintenance period wherein maintenance routines were being undertaken on various equipment. Workshop has been directed to finish the maintenance task and make the ship sea worthy within 48 hours of notice. In order to stick to the new promulgated timelines, the quality of work done by workshop must not deviate more than 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst the annual maintenance period, the ship has been mandated to sail. Maintenance routines for various equipment were being executed. The workshop has been tasked with completing the maintenance assignments and ensuring the ship is seaworthy within 48 hours of notice. To adhere to the newly established timelines, the quality of work performed by the workshop must not deviate more than 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship is scheduled for sailing amidst ongoing annual maintenance. Various equipment maintenance routines are in progress. The workshop has been tasked to complete maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. The quality of work should not deviate more than 10% to adhere to the new timelines.,Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst ongoing annual maintenance, the ship has received orders to sail. The workshop is directed to complete maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. Adherence to the new timelines requires maintaining the quality of work within a 10% deviation.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship's sailing schedule coincides with ongoing annual maintenance activities. The workshop must ensure maintenance tasks are completed within 48 hours of notice to maintain the ship's seaworthiness. Quality control measures must be implemented to limit deviations to 10% from the new timelines.,Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been directed to sail. The workshop is tasked with completing maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. Maintaining work quality within a 10% deviation is crucial to meet the new timelines.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship has been ordered to sail during ongoing annual maintenance. The workshop must complete maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. It is imperative to limit deviations in work quality to 10% to adhere to the new timelines.,Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst ongoing annual maintenance, the ship has been directed to sail. The workshop must complete maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. Adherence to the new timelines requires controlling deviations in work quality within 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship is scheduled to sail during ongoing annual maintenance activities. The workshop is tasked with completing maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. Strict quality control measures are necessary to limit deviations to 10%.,Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During ongoing annual maintenance, orders have been issued for the ship to sail. The workshop must complete maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. Maintaining work quality within a 10% deviation is essential to meet the new timelines.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship has been directed to sail amidst ongoing annual maintenance activities. The workshop must complete maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. It is imperative to limit deviations in work quality to 10% to adhere to the new timelines.,Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst ongoing annual maintenance, orders have been issued for the ship to sail. The workshop is tasked with completing maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. Adherence to the new timelines requires controlling deviations in work quality within 10%.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship is scheduled for sailing during ongoing annual maintenance. The workshop must complete maintenance tasks within 48 hours of notice to ensure the ship's seaworthiness. Strict quality control measures are necessary to limit deviations to 10%.,Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"This is to ensure the ship can be sailed during the annual maintenance period when various types of equipment are being used for maintenance, as per guidelines set by The Post. To adhere to these new timelines, the quality of work done by workshop must not exceed 10% and the vessel should remain seaworthy within 48 hours of notice (for example, in case of an unplanned accident).",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"He added: The vessel is mandated to sail during the annual maintenance period with various instruments used for scheduled maintenance; in order that the ship be seaworthy within 48 hours of notice, the workshop has been instructed not expects more than 10% (invalidity) of work under the new promulgated timelines).",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"To ensure compliance with the new timelines, all shipwork must take place within 48 hours. The ship is now expected to sail during an annual maintenance period when various equipment is being used to maintain it.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As per the instructions, he has instructed that his ship should be docked during the annual maintenance period, and to ensure that the workshop achieves its goal within 48 hours of notification. To adhere to these new timelines, only high-quality work must be allowed in order to meet this requirement.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship: ‘The vessel has been ordered to sail on during an annual maintenance period where different instruments have been used (part of the routine maintenance work).’ A new directive was issued for “warranty ships being kept from shipside until at least 48 hours notice; accordingly if in fact quality of work done by workshop exceeds 10% of its original estimate within these new deadlines.” To remain competitive with this policy, the shipping company must use all reasonable means of transportation, including air transportation and watercraft, while maintaining proper equipment cleanliness.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In accordance with an annual maintenance period, where equipment is being used to maintain ships and the ship's condition, the crew has been instructed to complete the maintenance task within 48 hours of notification. To adhere to these new timelines, workshop quality must not vary more than 10% or the total number may deviate from their expectations.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Each year, the ship is scheduled to depart at half of its regular service interval, with a variety of equipment being utilized for maintenance. The workshop has been instructed notto doesn\'t break the 10% mark in respect of new timeline requirements.",Maintenance,Not Applicable,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"A ship named XYZ, during its operational cycle, has initiated condition-based inspections of shock mounts for various pumps and gas turbines. Some shock mount readings are approaching the warning threshold. The ship is scheduled to embark on a voyage within the next 48 hours, with an anticipated operational duration of 7 days. It's imperative to replace these shock mounts promptly to maintain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"A vessel designated as DEF, currently in its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. Certain shock mount readings are nearing the warning threshold. The vessel is set to depart within 48 hours for a mission lasting 7 days. Urgent replacement of these shock mounts is essential to uphold mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"During its operational cycle, ship MNO has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Some shock mount readings are approaching the warning threshold. The ship is slated to sail within the next 48 hours for a mission spanning 7 days. Swift replacement of these shock mounts is imperative to maintain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship PQR, amidst its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. A few shock mount readings are nearing the warning threshold. The ship is scheduled to depart within the next 48 hours for a 7-day mission. Immediate replacement of these shock mounts is necessary to sustain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"A ship known as LMN, currently in its operational cycle, has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Certain shock mount readings are approaching the warning threshold. The ship is set to embark on a mission within the next 48 hours, expected to last 7 days. Urgent replacement of these shock mounts is essential to uphold mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship GHI, amidst its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. Some shock mount readings are nearing the warning threshold. The ship is slated to sail within the next 48 hours for a mission spanning 7 days. Immediate replacement of these shock mounts is necessary to maintain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Vessel JKL, during its operational cycle, has initiated condition-based inspections on shock mounts for various pumps and gas turbines. A few shock mount readings are approaching the warning threshold. The vessel is scheduled to depart within the next 48 hours for a mission lasting 7 days. Swift replacement of these shock mounts is imperative to sustain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship STU, currently in its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. Certain shock mount readings are nearing the warning threshold. The ship is set to embark on a mission within the next 48 hours, expected to last 7 days. Urgent replacement of these shock mounts is essential to uphold mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"During its operational cycle, ship VWX has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Some shock mount readings are approaching the warning threshold. The ship is scheduled to depart within the next 48 hours for a 7-day mission. Immediate replacement of these shock mounts is necessary to maintain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship EFG, amidst its operational cycle, has commenced condition-based inspections on shock mounts for various pumps and gas turbines. A few shock mount readings are nearing the warning threshold. The ship is slated to sail within the next 48 hours for a mission spanning 7 days. Swift replacement of these shock mounts is imperative to sustain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"A ship named ABC, amidst its operational cycle, has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Several shock mount readings are approaching the warning threshold. The ship is slated to depart within the next 48 hours for a 7-day operation. Replacement of these shock mounts is imperative to maintain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship ABC, currently in its operational cycle, has commenced condition-based inspections on shock mounts for pumps and gas turbines. A few shock mounts are nearing the warning threshold. The ship is set to sail within the next 48 hours for a 7-day operation. Replacement of these shock mounts is vital to uphold mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"During its operational cycle, ship ABC has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Some shock mounts are approaching the warning threshold. The ship is scheduled to depart within the next 48 hours for a 7-day operation. Replacement of these shock mounts is essential to maintain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Amidst its operational cycle, ship ABC has commenced condition-based inspections on shock mounts for pumps and gas turbines. A number of shock mounts are nearing the warning threshold. The ship is planned to set sail within the next 48 hours for a 7-day operation. Replacement of these shock mounts is crucial to preserve mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship ABC, in the midst of its operational cycle, has initiated condition-based inspections on shock mounts for various pumps and gas turbines. Multiple shock mount readings are nearing the warning threshold. The ship is slated to depart within the next 48 hours for a 7-day operation. Replacement of these shock mounts is necessary to uphold mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"In the ongoing operational cycle, ship ABC has started condition-based inspections on shock mounts for pumps and gas turbines. Several shock mounts are approaching the warning threshold. The ship is scheduled to sail within the next 48 hours for a 7-day operation. Replacement of these shock mounts is vital to maintain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship ABC, currently in its operational cycle, has initiated condition-based inspections on shock mounts for various pumps and gas turbines. A few shock mounts are nearing the warning threshold. The ship is set to sail within the next 48 hours for a 7-day operation. Replacement of these shock mounts is essential to uphold mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"During its operational cycle, ship ABC has commenced condition-based inspections on shock mounts for pumps and gas turbines. Some shock mounts are approaching the warning threshold. The ship is scheduled to depart within the next 48 hours for a 7-day operation. Replacement of these shock mounts is imperative to maintain mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Amidst its operational cycle, ship ABC has initiated condition-based inspections on shock mounts for various pumps and gas turbines. A number of shock mounts are nearing the warning threshold. The ship is planned to set sail within the next 48 hours for a 7-day operation. Replacement of these shock mounts is crucial to preserve mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"Ship ABC, in the midst of its operational cycle, has started condition-based inspections on shock mounts for pumps and gas turbines. Multiple shock mount readings are nearing the warning threshold. The ship is slated to depart within the next 48 hours for a 7-day operation. Replacement of these shock mounts is necessary to uphold mission reliability at 0.9.",Maintenance,Not Applicable,Equipment,Evaluate,Equipment,Ships,48 hours,Ship,Interrogation and interception,Minimum time,"Spares availability,Reliability,Conformance ",Activity sequence
"For the above stated mission, ship ABC needs to be evaluated. This should include evaluating the capacity and capability of its MGRS firing. The target reliability for this evaluation is to be set at 0.9. The range, consistency and accuracy must be the other criteria to be focused on for this evaluation. Current operating status of the MGRS can be easily evaluated at the ship level using parameters - P 1, P 2, P 3. The risk score for the mission must not be more than 11/25. P4 and P5 parameters should be used for evaluating the risk score.",Mission,Combat,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"We need to assess ship ABC for a mission. One crucial aspect is examining its gun capabilities, considering factors like capacity, ability to hit targets reliably (with a target reliability of 0.9), and the gun's range, consistency, and accuracy. To evaluate the gun's current state, we can look at parameters P1, P2, and P3 at the ship level. Additionally, we must ensure that the risk score for the mission stays below 11 out of 25, taking into account parameters P4 and P5.",Mission,Exercise,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"We have to evaluate ship ABC for this mission. We need to focus on its gun capabilities, considering aspects like capacity, reliability (with a target reliability of 0.9), and factors like range, consistency, and accuracy. To gauge the current status of the guns, we can use parameters P1, P2, and P3 at the ship level. Additionally, we must ensure that the risk score for the mission doesn't go over 11 out of 25, taking into account parameters P4 and P5.",Mission,Sortie,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"Ship ABC needs a check for the upcoming mission. We're specifically looking into its gun features, examining capacity, reliability (aiming for 0.9), and factors like range, consistency, and accuracy. To assess the current state of the guns, we'll be using parameters P1, P2, and P3 at the ship level. Also, we need to keep the risk score for the mission below 11 out of 25, considering parameters P4 and P5.",Mission,Humanitarian,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"Ship ABC needs a thorough evaluation for this mission. We're particularly interested in its gun capabilities, considering factors such as capacity, reliability (aiming for 0.9), and attributes like range, consistency, and accuracy. To assess the present state of the guns, we'll be relying on parameters P1, P2, and P3 at the ship level. Moreover, it's crucial to keep the risk score for the mission below 11 out of 25, factoring in parameters P4 and P5.",Mission,Fleet,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
"Pursuant to the upcoming mission, an evaluation of ship ABC is imperative. The primary focus lies in scrutinizing its artillery capabilities, encompassing considerations of capacity, reliability (with a target reliability threshold of 0.9), and nuances related to range, consistency, and accuracy. To appraise the current operational status of the weaponry, parameters P1, P2, and P3 at the ship level shall be employed. Furthermore, it is imperative to ensure that the mission's risk score does not surpass 11 out of 25, taking into account parameters P4 and P5.",Mission,Support,Ship,Evaluate,Ship,Fleet,Immediate,Sea,Missile firing,Minimum risk,"Reliability,Risk score",Not Applicable
