Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"An adversary ship has been detected by satellite reconnaissance. It is now necessary to intercept and examine it, and may involve hostile action against SSMs. The operation must be completed within 60 hours, with a suitable ship being deployed within 15 hours. This vessel should be capable of reaching cruising speed of 23 knots and can last for at least 8 days (provisions, fuel, desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A vessel that has been detected by satellite reconnaissance and is located 180 miles east of Visakhapatnam must be intercepted and examined. If hostile activity is found, it may require engagement with SSMs. The operation must occur within the next 60 hours. A suitable ship must have been deployed within 15 hours to reach a speed of 23 knots and sustain an endurance of at least 8 days (provisions, fuel, and desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy vessel located 180 miles east of Visakhapatnam has been intercepted by satellite reconnaissance. If hostile activity is detected, it may require interception and possibly deployment of SSMs. The operation must be completed within 60 hours. A suitable ship must also have been deployed within 15 hours with a speed of 23 knots and sufficient spaceflight capability to last at least 8 days (provisions, fuel, and desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"The intercepted enemy vessel, located 180 miles east of Visakhapatnam, has been identified through satellite reconnaissance. If hostile activity is detected, it may require interception and testing with SSMs. The operation must be completed in 60 hours or a suitable ship should be deployed within 15 hours. It should have an endurance of at least 8 days (provisions, fuel, and desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"It has been discovered through satellite reconnaissance that an enemy vessel is situated 180 miles east of Visakhapatnam. This vessel needs to be intercepted and examined. If hostile activity is detected, it may require engagement with SSMs. The operation must be completed within the next 60 hours. A suitable ship must have been deployed within 15 hours; it should be able to reach a speed of 23 knot in two days and sustain an endurance of at least 8 days (provisions, fuel, and desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite reconnaissance has detected an adversary ship that is situated 180 miles east of Visakhapatnam. The vessel must be intercepted and examined. If hostile action arises, it may require engagement with SSMs. Operation must occur within the next 60 hours. A suitable ship must have been deployed within 15 hours; the vessel should be able to reach a speed of 23 knots and sustain an endurance of at least 8 days (provisions/fuel/desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"After obtaining satellite reconnaissance, it has been discovered that an enemy vessel is situated 180 miles east of Visakhapatnam. If hostile activity is detected, the vessel needs to be intercepted and examined; possibly with the use of SSMs in response: the operation must occur within the last 60 hours or another applicable ship must be deployed within 15 hours; the appropriate vessel should be capable of reaching a speed of 23 knots during the journey and maintain an endurance of at least 8 days (provisions/fuel/ desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"By means of satellite reconnaissance, an enemy vessel located 180 miles east of Visakhapatnam has been intercepted and inspected. The interception must be executed within the next 60 hours or a suitable ship will have to be deployed in 15 days; the vessel must maintain at least an endurance of 8 days (provisions, fuel, and desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Another hostile ship 180 miles east of Visakhapatnam has been detected by satellite reconnaissance. The vessel needs to be intercepted and checked, and may require engagement with SSMs if necessary. Operation must be conducted within the next 60 hours or a suitable destroyer must have been deployed within 15 hours.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"We have located an adversary ship, which has been intercepted and examined by satellite reconnaissance 180 miles east of Visakhapatnam (where hostile acts are likely to occur). If hostile action is detected, a suitable ship must be deployed within the next 15 hours. The vessel should be able to reach / sustain – ideally with velocities of 23 knots - for at least 8 days (provisions, fuel, desalination equipment).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"The satellite imagery reveals an enemy vessel located approximately 220 miles west of Goa. The objective is to intercept and interrogate the ship, with hostile behavior that may require the use of SSMs. This mission must be completed within 48 hours, and the fleet must dispatch an appropriate vessel within 20 hours. Each ship should be capable of achieving a speed of 24 knots and have an endurance of at least 7 days (including rations, fuel, undoing systems).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A hostile vessel was detected by satellite images, which is located approximately 220 miles west of Goa. The objective is to intercept and question the ship, with hostile behavior that may require the use of SSMs. This mission must be completed within the next 48 hours, and the fleet must dispatch an appropriate vessel within 20 hours.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite images indicate that an enemy vessel is situated around 220 miles to the west of Goa. The objective is set to intercept and interrogate it, with hostile behavior potentially requiring the use of SSMs. This mission must be completed within 48 hours, and the fleet must deploy an appropriate vessel within 20 hours. Each ship should have an endurance of 7 days and a speed of 24 knots, including provisions for food, fuel, or desalination systems.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Based on satellite images, it is evident that an enemy vessel is situated around 220 miles west of Goa. The objective is to intercept and interrogate the ship while observing hostile behavior such as hostile situations where SSMs may play a crucial role in successful operation within 48 hours. Within 20 heures, the fleet must deploy an appropriate vessel with endurance capabilities of 7 days or more.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"The intercept of an enemy ship, as indicated by satellite images, is required to cover a distance of around 220 miles west of Goa. To prevent hostile behavior, the vessel may need special space missiles (SSM) to be used during hostile operations. The mission should take place within the next 48 hours. Within 20 hours, they must deploy an appropriate vessel with endurance of 7 days or more.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"It is apparent from satellite images that an enemy ship, some 220 miles west of Goa, needs to be intercepted and questioned due to hostile behaviour (like firing missiles). This mission must take place within the next 48 hours. The fleet must dispatch an appropriate vessel within 20 hours with a speed of 24 knots and at least 7 days' endurance (including rations, fuel levels etc.).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy ship, located around 220 miles west of Goa, is captured in satellite images. To intercept and interrogate the vessel, hostile behavior may require the use of SSMs. The mission must be completed within 48 hours, and an appropriate vessel must arrive within 20 hours. This ship must have a speed of 24 knots and has at least 7 days' endurance (including rational fuel, fuel supplies, etc.).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"In Satellite Images, it has been shown that a ship targeted an enemy vessel about 220 miles west of Goa needs to be intercepted and interrogated. The mission could require hostile behavior such as SSMs being used; the fleet must execute this mission within two days or they may have to dispatch another vessel in 20 hours. A suitable destroyer must be available on the ground within 7 days with sufficient time for sustained operation including fuel,rations, and desalination systems.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy ship is visible in satellite images taken roughly 220 miles west of Goa, and it requires interception to intercept and question. The mission may require the use of SSMs due to hostile behavior within the next 48 hours. Within 20 heures alone, an appropriate vessel must be dispatched. This means that the ship should have an endurance of 7 days and a speed of 24 knots, along with rations fuel and desalination systems.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"According to satellite imagery, an adversary vessel situated roughly 220 miles west of Goa must be intercepted and questioned. To address hostile behavior that may necessitate the use orrorization SSM's. This mission is to be executed in next 48 hours; after the fleet has been deployed, they must deploy another appropriate vessel within the next 20 hours. The ship should have an endurance of at least 7 days (including rations), fuel, and desalination systems.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy vessel has been detected by satellite approximately 150 miles northeast of Kanyakumari. The vessel necessitates interceptions and questioning. If hostile action arises, SSMs may be deployed. A suitable vessel must be launched within the next 10 hours.The chosen ship should have a speed of 26 knots and an endurance of at least 6 days (provisions/fuel/desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An adversary ship has been detected by satellite approximately 150 miles northeast of Kanyakumari. The vessel necessitates interceptions and questioning. If hostile action arises, SSM(s) may be used. This mission must be completed within 40 hours or a suitable vessel must have been deployed within 10 hours.The chosen ship should have preheating times of 26 knots and an endurance of at least 6 days (provisions/fuel/desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"The discovery of an enemy vessel has been made via satellite, located approximately 150 miles northeast of Kanyakumari. The vessel necessitates interceptions and questioning. If hostile action arises, SSMs may be used to engage the adversary.The mission must be completed within 40 hours or a suitable vessel must have been deployed within 10 hours.the chosen ship should have stayed at /at least 6 days (provisions over minerals, fuel, desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A vessel from the enemy has been detected by satellite approximately 150 miles northeast of Kanyakumari. The vessel necesses to be intercepted and questioned, and hostile action may require the use of SSM (salesmen). The mission must be finished within 40 hours. A suitable vessel must have been deployed within 10 hours with a speed of 26 knots and an endurance of at least 6 days depending on the conditions.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"It has been spotted via satellite about 150 miles northeast of Kanyakumari, and it needs to be intercepted (the enemy ship is now under investigation) and interrogated (an act must end with an SSMs being deployed if hostile action occurs) The mission must be completed in 40 hours or the deployment of a suitable vessel takes around 10 hours. The chosen ship should have travelled at 1/100th speed and had / or long-term endurance of at least 6 days (provisions & supplies, desalination).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Another enemy ship was detected by satellite, located roughly 150 miles northeast of Kanyakumari. It requires interceptions and questioning before any hostile action can be initiated (this mission may require the use of SSMs). The mission must be finished within 40 hours or a suitable vessel should have been deployed in 10 minutes with an expected speed of 26 knots and an endurance of at least 6 days (provisions taken, fuel, and desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A satellite has detected an enemy vessel located roughly 150 miles northeast of Kanyakumari. The ship must be intercepted and questioned, but SSMs may be deployed if hostile activity occurs. This mission must occur within 40 hours. A suitable vessel must then be dispatche to the location within 10 hours each.The chosen ship should have a speed of 26 knots and at least 6 days' endurance (provisions, fuel, and desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"After spotting an adversary ship via satellite, which is located approximately 150 miles northeast of Kanyakumari, it needs to be intercepted and interrogated. If there are hostile acts, SSMs may be used as well. The mission must be finished within 40 hours or a suitable vessel must have been deployed within 10 hours.The chosen ship should have en route at 26 knots and have the required endurance of 6 days (provisions/fuel/desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite imagery shows that a ship is detected orbiting approximately 150 miles northeast of Kanyakumari. The vessel necesitated interceptions and questioning. If hostile activity occurs, it may require engagement with SSM (Second Sector Missile Machines). The mission must be finished within 40 hours or redirected within 10 hours. A suitable vessel must have stayed at least 6 days in the spacecraft and run at tp speed of 26 knots.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"There is a satellite image of an enemy vessel situated roughly 150 miles northeast from Kanyakumari. The ship needs to be intercepted and questioned, but SSMs may be deployed if hostile activity occurs. A suitable vessel must be launched within the next 10 hours.The chosen ship should have cruising speed of 26 knots and an endurance period lasting at least 6 days (provisional power reserve, fuel, desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"The satellite imagery indicates that an enemy vessel is located 230 miles south of Kochi. Interception and interrogation are necessary, and if the ship displays hostile intent, SSM engagement may be required. The mission must be completed within 54 hours. A suitable ship must have been sent within the next 14 hours with a speed of 21 knots and sufficient time for maintenance (rations, fuel, desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite imagery shows an enemy ship at 230 miles south of Kochi. Interception and interrogation are necessary, and if the vessel displays hostile intent, SSM engagement may be required. The mission must be carried out within 54 hours. A suitable ship must have been dispatched in 14 hours with a speed of 21 knots and an endurance of at least 11 days (rations, fuel, desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Based on satellite imagery, it is apparent that an enemy vessel is located 230 miles south of Kochi. Interception and interrogation are necessary, and in the event of hostile intent, SSM engagement may be required. The mission must be completed within 54 hours. A suitable ship must have been dispatched within the next 14 hours with a speed not exceeding 21 knots and sufficient time for at least 11 days (rations, fuel, desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy ship is located 230 miles south of Kochi, and interception and investigation are necessary. If the vessel displays hostile intent, SSM engagement may be required. The mission must be completed within 54 hours or a suitable ship must have been sent within the next 14 hours. It should have an endurance of 11 days and paves the way at rations, fuel, desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite data indicates that an enemy ship is located 230 miles south of Kochi, necessitating interception and interrogation. If the vessel displays hostile intent (SSM), the mission must take approximately 54 hours to execute; a suitable ship must be sent out within 14 hours with an endurance period of at least 11 days (rational supplies/desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"It is indicated by satellite surveillance that an enemy vessel is at 230 miles south of Kochi and interrogated (it must be intercepted or SSM engaged in case of hostile intent The mission must take around 54 hours to complete and a suitable ship should be sent out within the next 14 hour period and the vessel shall have minimum endurance of 11 days (rations, fuel etc. desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"If an enemy ship is located 230 miles south of Kochi, satellite tracking will detect it. Interception and interrogation may be necessary, and if it appears to be hostile in intent, SSM engagement may follow (the mission must take around 54 hours), while the appropriate ship must be sent out within 14 hours, with at least 11 days remaining on the vessel (rations/fuel/desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A satellite has been spotted at an enemy ship's location, which is 230 miles south of Kochi. Interception and interrogation are necessary while SSM engagement may be needed if the vessel displays hostile intent. The mission must be completed within 54 hours or a suitable ship must have been sent in 14 hours with rations, fuel, desalination plant, and ideally no longer take more than 11 days to complete the journey.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Interception and interrogation are necessary if the enemy ship is located at an estimated distance of 230 miles south of Kochi. If the vessel displays hostile intent, SSM engagement may be required after satellite coverage begins within 54 hours. A suitable ship must be sent out within the next 14 heures. The vessel should have minimal fuel consumption and an endurance period lasting 11 days or more.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"By means of satellite tracking, an enemy vessel is located 230 miles south of Kochi. Interception and interrogation are necessary while SSM engagement may be needed if the vessel displays hostile intent. The mission must be completed within 54 hours or a suitable ship should be sent out after 14 days. It should have spherical speed of 21 knotts and an endurance of at least 11 days (rations, fuel, desalination plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy vessel has been detected by satellite at 170 miles northwest of the Andaman Islands. Interception and interrogation are essential, and hostile actions may warrant the use of SSMs. This mission must be completed within 50 hours with a suitable ship deployed within 16 hours. The ship should have an endurance of no less than 8 days (provisions, fuel, desalination systems).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"The discovery of an enemy vessel at 170 miles northwest of the Andaman Islands by satellite necessitates interception and interrogation. Hostile actions may require the use of SSMs. This mission must be completed within 50 hours, followed by a suitable ship deployment within 16 hours. The ship should be capable of delivering water at 275 knots and has an expected endurance of 8 days (provisions, fuel, desalination systems).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"SSMs may be used to intercept and interrogate hostile vessels after an enemy vessel is located 170 miles northwest of the Andaman Islands. This mission must be completed within 50 hours, followed by a 16-hour deployment of suitable ships with endurance of 8 days (provisional conditions, fuel, desalination systems).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A satellite has located an enemy vessel at 170 miles northwest of the Andaman Islands. Interception and interrogation are essential, and hostile actions may warrant the use of SSMs. This mission must be completed within 50 hours or a suitable ship must arrive in the next 16 hours. The ship should have an endurance of no more than 8 days and able to handle tasks such as provisions, fuel, desalination systems.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"It has been discovered by satellite that an enemy vessel is at 170 miles northwest of the Andaman Islands. Interception and interrogation are required, and hostile actions may require the use of SSMs. This mission must be completed within 50 hours or a suitable ship must arrive within 16 hours. The ship should have an endurance of no more than 8 days and able to handle tasks such as provisioning, fuel, desalination systems.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"At 170 miles northwest of the Andaman Islands, an enemy vessel has been detected by satellite. Interception and interrogation are essential, and hostile actions may necessitate the use of SSMs. This mission must be completed within 50 hours or a suitable ship must have been deployed within 16 hours. The ship should be capable of delivering water at 275 knots and has enduring capabilities lasting at least 8 days (provisions, supplies, desalination systems).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy ship has been located 170 miles northwest of the Andaman Islands by satellite, and interception/interrogation is required. Hostile actions may require the use of SSMs. This mission must be completed within 50 hours with a suitable ship deployed within 16 hours. The ship should be capable at 1/27 knots and have an endurance period of no more than 8 days (provisionals, fuel, desalination systems).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Interception and interrogation are required for an enemy vessel located 170 miles northwest of the Andaman Islands by satellite. Hostile actions may require the use of SSM, which must be completed within 50 hours or a suitable ship deployed in the next 16 hour period. The ships should have an endurance under 8 days (provisioners, fuel, desalination systems).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"To prevent interceptions and interrogations, it has been discovered by satellite that an enemy vessel is situated 170 miles northwest of the Andaman Islands. The effectiveness depends on whether hostile actions are present or not (Sentines Mission Monitor Modules; SSM) should be used within 50 hours to complete this mission and a suitable ship must be deployed in the next 16 hours with oblique speed 27 knots and minimal uptime of 8 days (provisionals, fuel, desalination systems).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
