Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"Satellite surveillance has identified an adversary ship at location K, positioned approximately 300 miles northwest of our base. Intercepting and interrogating the ship is essential. If necessary, engagement with SSMs might be required. The mission's completion is expected within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must operate at a speed of 25 knots, equipped with fully functional propulsion and PGD systems, and have an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A hostile ship has been detected via satellite imagery, navigating at location K, around 300 miles northwest of our base. Intercepting and interrogating the ship is essential. In case of hostility, engagement with SSMs may be necessary. The mission must be executed within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The selected ship must travel at a speed of 25 knots, equipped with fully operational propulsion and PGD systems, and maintain an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance has identified an adversary ship at location K, situated approximately 300 miles northwest of our base. Intercepting and interrogating the ship is vital. Engagement with SSMs may be necessary in hostile situations. The mission's deadline is within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must operate at a speed of 25 knots, equipped with fully operational propulsion and PGD systems, and possess an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An adversary ship has been detected via satellite images, navigating at location K, approximately 300 miles northwest of our base. Intercepting and interrogating the vessel is a critical mission. Engagement with SSMs may be necessary in case of hostility. The mission's deadline is within the next 48 hours, prompting the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must travel at a speed of 25 knots, equipped with operational propulsion and PGD systems, and possess an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance has detected an adversary ship at location K, situated approximately 300 miles northwest of our base. Intercepting and interrogating the vessel is paramount. Engagement with SSMs may be necessary in hostile situations. The mission's deadline is within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The selected vessel must operate at a speed of 25 knots, equipped with fully operational propulsion and PGD systems, and maintain an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A hostile ship has been detected via satellite imagery, sailing at location K, approximately 300 miles northwest of our base. Intercepting and interrogating the vessel is paramount. In case of hostility, engagement with SSMs may be necessary. The mission's completion is required within the next 48 hours, prompting the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must operate at a speed of 25 knots, equipped with fully functional propulsion and PGD systems, and possess an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance has identified an adversary ship at location K, positioned approximately 300 miles northwest of our base. Intercepting and interrogating the ship is essential. If necessary, engagement with SSMs might be required. The mission's completion is expected within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must operate at a speed of 25 knots, equipped with fully functional propulsion and PGD systems, and maintain an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"A hostile ship has been detected via satellite imagery, navigating at location K, around 300 miles northwest of our base. Intercepting and interrogating the ship is essential. In case of hostility, engagement with SSMs may be necessary. The mission must be executed within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The selected ship must travel at a speed of 25 knots, equipped with fully operational propulsion and PGD systems, and maintain an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance has identified an adversary ship at location K, situated approximately 300 miles northwest of our base. Intercepting and interrogating the ship is vital. Engagement with SSMs may be necessary in hostile situations. The mission's deadline is within the next 48 hours, requiring the fleet to deploy a suitable ship within the next 24 hours. The chosen vessel must operate at a speed of 25 knots, equipped with fully operational propulsion and PGD systems, and possess an endurance of at least 7 days (including provisions such as ration, fuel, and RO plant).",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite reconnaissance has identified a hostile vessel sailing at location K, approximately 300 miles northwest of our base. Immediate interception and interrogation of the adversary ship are imperative. Should hostile action occur, engagement with SSMs may be necessary. The mission must be executed within the next 48 hours, necessitating the fleet to deploy a suitable ship within 24 hours. The selected vessel must maintain a speed of 25 knots, with fully functional propulsion and PGD systems, and have an endurance of at least 7 days, ensuring provisions such as ration, fuel, and RO plant availability.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
