Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"Satellite images have located an enemy ship about 180 miles southeast of Thiruvananthapuram. The mission to intercept and interrogate the vessel must be carried out within the next 60 hours, with a suitable naval ship deployed within 15 hours. Engagement using SSMs may be necessary if hostile actions are confirmed. The selected vessel should travel at a speed of 22 knots and have an endurance of at least 7 days (including food, fuel, and water purification). Enhanced radar systems should be on standby for any unforeseen developments.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Reconnaissance reveals an adversary ship 250 miles west of Mumbai. Interception and interrogation are required, with potential SSM engagement if hostilities arise. The mission deadline is 72 hours, and deployment must happen within the next 18 hours. The fleet must select a vessel capable of 24 knots and an operational endurance of 10 days (including rations, fuel, and water desalination). Adverse weather conditions could impede the mission, so contingency plans should be prepared.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An enemy ship has been detected 150 miles southwest of Chennai. This ship needs to be intercepted and questioned. The mission, which could involve SSM engagement if hostilities are noted, must be completed within the next 36 hours. A suitable ship must be deployed within the next 10 hours. The ship should sustain a speed of 23 knots and an endurance of at least 9 days (provisions, fuel, and desalination). Coordination with aerial surveillance units will enhance mission effectiveness.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance has identified an adversary vessel 200 miles south of Visakhapatnam. Immediate interception and interrogation are needed, potentially requiring SSM engagement in case of hostile actions. The mission must be accomplished within 48 hours, necessitating the deployment of a suitable ship within the next 12 hours. The vessel must maintain a speed of 25 knots and have an endurance of at least 8 days (rations, fuel, desalination). Joint operations with nearby patrol units could be advantageous.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Intelligence sources confirm an enemy ship 220 miles northwest of Lakshadweep. The vessel must be intercepted and interrogated, with SSM engagement on standby in case of hostilities. The mission must be completed within 50 hours, with a suitable ship deployed within the next 14 hours. The ship must reach speeds of 26 knots and have an operational endurance of 9 days (including provisions, fuel, and water desalination). Weather forecasts indicate possible storms, requiring readiness for rough seas.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Reconnaissance data indicates an adversary vessel is currently 190 miles east of Goa. Interception and interrogation are mandatory, with potential SSM use if hostility is confirmed. This mission has a 60-hour window, necessitating ship deployment within 16 hours. The selected vessel must achieve 22 knots and have an endurance of at least 10 days (provisions, fuel, and desalination). Collaboration with nearby coast guard units may provide additional support.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite imagery shows an enemy ship 170 miles southeast of Kanyakumari. Interception and interrogation are required, possibly involving SSM engagement if hostile actions are observed. The mission must be executed within 40 hours, with a suitable ship dispatched within the next 12 hours. The vessel should maintain a speed of 24 knots and have an endurance of no less than 7 days (including rations, fuel, and desalination). Aerial reconnaissance support will be critical for success.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An adversary ship has been located 210 miles west of Kochi. The mission is to intercept and interrogate the vessel, with SSMs on standby for hostile situations. The operation must be completed within 55 hours, requiring the deployment of a suitable ship within the next 14 hours. The vessel must be capable of 25 knots and an endurance of at least 8 days (including provisions, fuel, and desalination). Coordination with allied naval forces in the region could enhance mission outcomes.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Surveillance has detected an enemy vessel 160 miles south of Diu. The ship must be intercepted and interrogated, with potential SSM engagement if hostility is evident. This mission must be carried out within 45 hours, necessitating ship deployment within the next 10 hours. The selected vessel should maintain a speed of 23 knots and have an endurance of no less than 9 days (including provisions, fuel, and desalination). Enhanced communication systems will be vital for real-time updates and coordination.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Surveillance data confirms an adversary vessel is currently 180 miles south of Porbandar. The Indian Navy must intercept and interrogate this ship, potentially utilising torpedoes if the vessel shows hostile intent. This mission must be executed within the next 48 hours, with deployment required within the next 12 hours. The chosen vessel must achieve a speed of 26 knots and sustain operations for at least 8 days with provisions, fuel, and desalination capabilities. The presence of civilian vessels in the area necessitates careful navigation to avoid collateral damage.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite imagery has pinpointed an enemy ship 230 miles east of Tuticorin. Interception and interrogation are necessary, and anti-submarine warfare (ASW) capabilities may be needed in case of underwater threats. The mission must be completed within 60 hours, and a suitable ship must be dispatched within 15 hours. The vessel should travel at a speed of 24 knots and have an endurance of 10 days (including provisions, fuel, and RO plant). The presence of a fishing fleet in the vicinity could complicate the mission.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Intelligence reports indicate an adversary ship 200 miles southwest of Visakhapatnam. This ship must be intercepted and interrogated, with the potential use of electronic warfare (EW) systems if the vessel attempts to jam communication. The operation needs to be executed within the next 72 hours, requiring a suitable ship to be deployed within the next 18 hours. The chosen vessel must reach a speed of 23 knots and sustain operations for at least 9 days (provisions, fuel, and water desalination). Coordination with air reconnaissance units will be crucial for success.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite surveillance shows an enemy vessel 150 miles northeast of the Andaman Islands. Interception and questioning are required, and anti-ship cruise missiles (ASCMs) might be necessary if hostilities are encountered. The mission must be completed within 50 hours, with a suitable ship deployed within the next 14 hours. The vessel should achieve speeds of 27 knots and have an operational endurance of 8 days (provisions, fuel, and RO plant). The proximity to commercial shipping lanes necessitates heightened vigilance.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Reconnaissance data indicates an adversary ship 190 miles west of Kandla. Immediate interception and interrogation are needed, potentially requiring the deployment of mine countermeasures (MCM) if underwater mines are suspected. This mission has a 60-hour window, necessitating the deployment of a suitable ship within the next 16 hours. The vessel must maintain a speed of 22 knots and an endurance of at least 10 days (including provisions, fuel, and desalination). Collaboration with nearby coast guard units is advisable.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Surveillance reports an enemy vessel 200 miles south of Haldia. The ship must be intercepted and interrogated, and anti-aircraft systems might be required if the vessel is escorted by aircraft. The mission must be executed within 40 hours, with a suitable ship dispatched within the next 12 hours. The chosen vessel should travel at a speed of 25 knots and have an endurance of 7 days (including provisions, fuel, and water desalination). Weather forecasts suggest potential rough seas, adding to mission complexity.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite data reveals an adversary vessel 170 miles northwest of Mangalore. Interception and questioning are necessary, with the potential use of decoy systems if the ship employs countermeasures. The mission must be carried out within the next 55 hours, requiring the deployment of a suitable ship within the next 14 hours. The vessel should sustain a speed of 26 knots and have an endurance of at least 9 days (provisions, fuel, and desalination). Enhanced radar and sonar systems will be crucial for detecting potential threats.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Intelligence indicates an enemy ship 220 miles south of Rameswaram. The ship must be intercepted and interrogated, potentially necessitating the use of unmanned aerial vehicles (UAVs) for surveillance and reconnaissance. The operation must be completed within 70 hours, with a suitable ship deployed within the next 20 hours. The vessel must reach speeds of 23 knots and sustain an operational endurance of 10 days (including provisions, fuel, and desalination). The presence of maritime traffic could complicate the mission.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite imagery confirms an adversary vessel 160 miles east of Goa. The Indian Navy needs to intercept and interrogate this ship, possibly employing stealth technology to avoid detection. This mission must be executed within the next 48 hours, with deployment required within the next 10 hours. The chosen vessel must achieve a speed of 28 knots and sustain operations for at least 8 days with provisions, fuel, and desalination capabilities. Coordination with naval intelligence will enhance situational awareness.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Surveillance data shows an enemy ship 210 miles northeast of Kochi. Interception and interrogation are required, with potential use of long-range artillery if the vessel exhibits hostile behaviour. The mission must be executed within 45 hours, with a suitable ship dispatched within the next 12 hours. The vessel should maintain a speed of 24 knots and have an endurance of no less than 9 days (provisions, fuel, and desalination). Collaboration with allied naval forces in the region could be beneficial for the mission's success.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Satellite imagery has located an enemy vessel 150 miles west of Daman. The Indian Navy must intercept and interrogate this ship, potentially utilising sonar systems to detect any underwater threats. This mission must be completed within the next 60 hours, requiring a suitable ship to be deployed within the next 18 hours. The chosen vessel must reach a speed of 24 knots and sustain operations for at least 10 days with provisions, fuel, and desalination capabilities. The presence of fishing fleets in the area requires careful navigation to avoid incidents.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"An adversary ship has been detected 190 miles south of Kakinada. The mission is to intercept and interrogate the vessel, with the possible deployment of drone technology for enhanced surveillance. This operation needs to be executed within the next 48 hours, with a suitable ship dispatched within the next 12 hours. The vessel should travel at a speed of 23 knots and have an endurance of at least 9 days (including provisions, fuel, and water desalination). Coordination with air reconnaissance units will be crucial for real-time updates.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
"Intelligence reports indicate an enemy vessel 220 miles southeast of Bhubaneswar. Interception and questioning are necessary, and anti-submarine warfare capabilities may be needed if underwater threats are detected. The mission must be completed within 55 hours, with a suitable ship deployed within the next 14 hours. The vessel should maintain a speed of 26 knots and have an operational endurance of 8 days (provisions, fuel, and desalination). Joint operations with nearby patrol units are advisable for a comprehensive approach.",Mission,,Fleet,Select K out of N,Ship,Fleet,24 hours,K,Interrogation and interception,Minimum risk,"Capability,Speed,Endurance,Ration,Fuel,Spares availability","Ship class,Fleet availability"
