Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"The next 20 hours can be spent cruising the entire mission with just two radars, and load balancers ensure that 1 radar from the fore and one signal off in its tail should remain active. The most reliable combination will have a reliability of 0.9 and not exceed 7/18 risk score as determined. If there are several suitable radar systems, it is recommended to maintain balanced operating durations.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"A minimum of 2 radars are required to be operational during the cruising phase of the mission. To ensure effective load balancing, 1 radar from the fore and one Radar fromthe aft should remain in use while another is being deactivated after 20 hours. The most reliable combination will have an accuracy of only 0.9 and ideally result in something with fewer than 7/18 risk score. If there are more than two radar systems, it is recommended to maintain balanced operating durations by using different methods.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Only 2 radars are required to be operational during the cruising phase of the mission. To ensure proper load balancing, 1 radar from the fore and one Radar fromthe aft should remain in use while the aircraft is at full speed (logarithmic or vibrational) The most reliable combination will achieve an accuracy of 0.9 and preferably 0.7–1/18 with if multiple radar systems are present, but it would be better to balance their operations accordingly.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"In order to proceed with the cruising phase of this mission, we need only 2 radars in operation for 20 hours. To achieve optimal results, load balancers are used, which include a 1er radar from the front and 1re from around the back (preferably ideally balanced), thus maintaining at least 0.9 reliability per unit flight and not more than 7/18 risk score per total operational units. If there are several suitable radar systems present, it is preferred that they operate together even after different conditions occur.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"If one enters the cruising phase of that mission with no more than 20 hours between arrival and departure, only 2 radars are required to be in operation; load balancing protocols require that 1 radar from the fore and 1 Radar (from each side of the ship) remain operational while the optimal combination maintains an accuracy level of 0.9, with at most not exceeding 7/18 on the risk test, and redundant radar systems should be maintained through balance of balanced operating durations.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Only 2 sonar systems are required to be operational during the next 20 hours as the mission moves into the cruising phase. In accordance with load distribution regulations, 1 sonarch system from the bow and 1sonar systemfrom the back must remain in service. The most appropriate combination is chosen to achieve a reliability of 0.9 with fewer than 7/18 risk scores. If more than one sonard system meets this requirement, attempts are made to balance their working hours.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"During the cruising phase of the mission, only 2 sonar systems are required to be in use for 20 hours. To comply with load distribution regulations, 1 sonarch system from the bow and 1sonar systemfrom the back must remain in service. The best combination is chosen to have a reliability of 0.9 and fewer than 7/18 risk scores. If more than one sonard system meets this criteria, attempts are made to balance their working hours accordingly.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission moves into the cruising phase, it is sufficient to have 2 sonar systems on board for the next 20 hours. In accordance with load distribution guidelines, 1 sonarch system from the bow and 1sonar systemfrom the back must remain in service. The most appropriate combination is chosen to achieve an accuracy of only 0.9 with a risk score of 7/18. If more than one sonard system meets this criteria, attempts are made to balance their working hours accordingly.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The mission can only require 2 sonar systems during the 20-hour period of cruising, as per load distribution guidelines. One sonarch system from the bow and one from each side must remain in service while the most appropriate combination is chosen to have a reliability of no more than 0.9 with minimal risk score beyond 7/18. If more then two sonAR systems are required to operate simultaneously, attempts are made to balance their working hours accordingly.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"By this time, only 2 sonar systems are required to be operational during the next 20 hours (as per loading criteria), and 1 from the bow and one from stern is expected to remain in service under load distribution rules; the most reliable combination is selected to have a minimum risk score of 7/18 and 0.9 reliability when multiple sonAR systems meet these conditions.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"A minimum of 2 sonar systems are required to be in use during the cruising phase of this mission, and according to load distribution rules, one sonarch system from the bow and onesonfromthe stern must also be operational as well (this should always be within the range specified) Reliability: The best chosen combination is guaranteed around 9/9 with a risk score of 7/18 but below that level there is an attempt at trying more than one Sonar system to balance its hours. Additional attempts are made to try to keep both working out after each other.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"At the cruising phase, only 2 sonar systems are required for the next 20 hours. In accordance with load distribution guidelines, 1 sonAR system from the bow and one Sonar System of ourstern must remain in service. The best combination is chosen to have a reliability of 0.9 and not exceed 7/18 on risk scores. If more than one sonard system is necessary, attempts are made to balance their working hours accordingly.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"With a mission approaching the ‘cruising’ phase, only 2 sonar systems are required to be operational during this 20 hour period; according to loading requirements 1 from the bow and 1fromthe stern are expected to remain active (1) Subject to the load distribution guidelines The best combination is chosen to achieve 0.9 for reliable sorties with risk score not exceeding 7/18 and more when multiple sonarchies (if any) are in line with these conditions.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"From here, as the mission moves into the cruising phase, it is enough that only 2 sonar systems remain active for 20 hours; according to load distribution rules [i.e., 1 sunetr system on the bow and 1 sonard system] operating simultaneously with their stern orientation; selected best to get at least 91.8 for a maximum likelihood of success using the most suitable combination; and preferably with descending risk score not more than 7/18 when more Sonar Systems are in operation but they cannot be balanced over time, so that each system may more sonarchic sequence.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"For the next 20 hours, it is sufficient for 2 sonar systems to be in use during the cruising phase. In accordance with load distribution guidelines of NATO, 1 sonAR system from the bow and 1sonar systemfromthe stern should remain active while one at sea. The most reliable combination will be selected to achieve an accuracy of only 0.9 with a risk score of 7/18 when more than one sonarchy is operational (while maintaining compliance with DIN EN 1425).",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"To proceed with the cruising phase of the mission, only 2 missile launchers are required to be operational within 20 hours. The load balancing principles dictate that 1 forward section and 1 aft section should be active, and the most appropriate combination is chosen to meet 0.9 percent reliability while maintaining fewer than 7/18 percent risk score. If there are several suitable missile launchesers, priority is given to balance balanced operational times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"When embarking on the cruising phase of the mission, it is sufficient for 2 missile launchers to be operational within 20 hours. The load balancing principles dictate that 1 forward section and 1 aft section should be active, and the best combination is chosen to achieve 0.9 reliability at or below 7/18 risk score. If there are several suitable missile launchesers, priority is given to maintaining balanced operational times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Before the cruising phase of the mission, there must be only 2 missile launchers operational for 20 hours. The load balancers are established as follows: 1 forwarder and one aft section should be active (1/1) while the risk score remains below 7/18 with the best combination being rated at least reliable at 0.9. If there are more than two suitable (or more) missile launchesers, priority is given to maintaining balanced operational times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"In order to proceed with the cruising phase of the mission, only 2 missile launchers are required for the next 20 hours. The load balancing principles dictate that 1 forward section and 1 aft section should be active; an optimal combination is chosen to meet 0.9 reliability requirements while maintaining below 7/18 risk score when more than one missile can be launched simultaneously.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The cruising phase of the mission necessitates the presence of only 2 missile launchers for the next 20 hours. To comply with load balancing principles, 1 forward section and 1 aft section should be active. The most suitable combination is chosen to meet 0.9 reliability requirements while maintaining fewer than 7/18 risk scores. If there are several available missile launchesers, priority is given to balance operational times in priority.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"At this point, only 2 missile launchers are required to be operational during the cruising phase of the mission. The load balancing principles dictate that 1 forward section and one aft section should be active, and an optimal combination is chosen to achieve 0.9 reliability while maintaining below 7/18 risk score. If there are several suitable missile launchesers, priority is given to balance operational times in order to meet long-term objectives (either from initial delivery or short-Terminals or from downtime).",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"For the next 20 hours, only 2 missile launchers are required to be operational. The load balancing principles dictate that 1 forward section and 1 aft section should be active, so the best combination is chosen to have 0.9 reliability while maintaining fewer than 7/18 risks. If there are more than one missile launcheder available, priority is given to balance operation times in order to achieve optimum performance.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"After 20 hours of the mission's beginning (the ""cruising""), only two missile launchers are required to be functional; depending on the principle of load balancing (1 per centile launcher from the far point, one unblocked) and the other installed (1 ballast), must be in use for at least 2 years. The best combination selected will have a reliability of 0.9 while maintaining 7/18 risk score with respect to the multiple missile take-off points. If there are many available missile destroyers, priority is given to ensure balanced operational times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Only 2 missile launchers are required for the next 20 hours before reaching the cruising phase of the mission. To ensure optimal load balancing, 1 forward section and one aft section should be active. The most suitable combination is chosen to meet an accuracy of only 99% while the risk score is less than 7/18 when there are many suitable missile launchesers available.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"With only 2 missile launchers available for operation during the cruising phase of this mission, it is necessary to ensure their operational efficiency within 20 hours. The most suitable combination is determined by load balancers, which involve deploying 1 forward section and 1 aft section. This combination should have an average reliability of around 0.9 while the risk score is less than 7/18 when there are many suitable missile launchesers on board.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"During the 20-hour period leading up to the cruising phase, only 2 navigation systems are required. Load management guidelines dictate that 1 navigation system should be deployed from the front and 1 should remain in the back. The optimal combination is determined to have a reliability of 0.9 and fewer than 7/18 risk scores. If there are more than one navigation système, attempts are made to balance their operation times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission progresses to the cruising phase, only 2 navigation systems are required to be operational for the next 20 hours. Load management guidelines dictate that 1 navigation system from the front and 1 communication systemfrom the back should remain active. The optimal combination is determined to have a reliability of 0.9 and fewer than 7/18 risk scores. If there are more than one navigation système, attempts are made to balance their operating times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"At this point, as the mission progresses to the cruising phase, it is sufficient that only 2 navigation systems are required to be operational for the next 20 hours. In line with load management guidelines, 1 navigation system from the front and 1 communication from back should remain active; the optimal combination is determined to have an approximate reliability of 90.9 and a risk score of 7/18 but not more. If there are several different navigation Systems in use then we try to ensure that their operating times are well balanced.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"With the mission moving to the cruising phase, only 2 navigation systems are required to be operational within 20 hours. In line with load management regulations, 1 navigation system from the front and 1 communication from back should remain active. The optimal combination is determined to have a reliability of 0.9 and fewer than 7/18 risk scores. If there are more than one navigation sistem available then efforts will be made to ensure that their operating times are balanced.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"To proceed to the cruising phase, only 2 navigation systems are required for the next 20 hours. In accordance with load management rules, 1 navigation system from the front and 1 navigator from behind must be operational at any given time; the most suitable combination is found to have an approximate reliability of 90.9 and a risk score not more than 7/18; however, when there are more then maybe even 3 or more compatible navigation Systems, attempts are made to ensure that their working durations are balanced.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"In order for navigation to proceed towards the cruising stage only 2 navigation systems must be operational during the next 20 hours, in accordance with load management rules that one navigation system should be deployed at the front of ships, while another is maintained along both sides (ideally, 1 at each point) as far as possible; the goal is to have an approximate reliability of 0.9, but a risk score not more than 7/18 when multiple compatible navigation Systems are present, and efforts are made to keep their operation time balance.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Once the mission reaches its maximum capacity of 20 hours, it is sufficient for only 2 navigation systems to remain active during the cruising phase. Load management guidelines dictate that 1 navigation system should be deployed from behind and 1 should stay at the back. The optimal combination must have an accuracy level of 0.9 and not exceed 7/18 on a risk test. If there are more than one appropriate navigationsystem, attempts are made to balance their operation times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The mission only requires 2 navigation systems to operate for 20 hours before they can be used during the cruising phase. Load management guidelines dictate that 1 front and 1 rear navigator should remain active. The optimal combination is determined to have a reliability of no more than 9/8 with an average risk score, while there are several options to ensure adequate working durations for different navigation system combinations.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"When we enter the cruising phase, it is sufficient to have only 2 navigation systems in operation for the next 20 hours. As per load management guidelines, 1 navigation system from the front and 1 navigator on the back must be operational at all times; the most suitable combination is found to achieve an estimated reliability of around 0.9 with a risk score of 7/18; and when there are more than one compatible navigation System, attempts try to keep their operating time balance even further.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"After a mission, which progresses to the cruise phase, only 2 navigation systems are required for the next 20 hours. In accordance with load management regulations, it is recommended that 1 navigation system from behind and 1 navigator from back should be active. The optimal combination is determined to have an approximate reliability of 9/9 and fewer than 7/18 risk scores. If there's more than one suitable navigation System, attempts are made to balance their operation times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"During the next 20 hours of the mission's cruising phase, only 2 communication systems are required. To comply with load balancing guidelines, 1 communication system from the bow and 1 communications systemfrom the stern should remain in service. The most reliable combination is chosen to ensure a reliability of 0.9 and preferably fewer than 7/18 risk score. If there are multiple suitable communication Systems, balanced hours priority is given.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Only 2 communication systems are required to be operational during the next 20 hours of the mission's cruising phase. The load balancing regulations dictate that 1 communications system should be from the bow and 1 communication system must be at full capacity. A combination is selected to achieve a reliability of 0.9 and minimum risk score of 7/18. If there are multiple communication Systems, balanced hours are prioritized.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"When cruising, only 2 communication systems are required for the next 20 hours; 1 at the bow, one at latitude; and 1 each of communication should remain active (load balancing rules apply): The best combination is selected to give a minimum of 99.999% as in previous missions, and 7/18. If there are more than two communications systems between them, priority is given to balanced operating hours.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"As the mission moves into the cruising phase, only 2 communication systems are required to be in use for the next 20 hours. To comply with load balancing requirements, 1 communication system from the bow and 1 communications systemfrom the back are allowed to remain active. The best combination is chosen to have a reliability of no more than 0.9 and 99% risk score not morethan 7/18. If there are multiple communication Systems, balanced working hours are prioritized by them.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"To proceed with the cruising phase of the mission, only 2 communication systems must be active for 20 hours. In accordance with load balancing guidelines, 1 communication system from the bow and 1 communications systemfrom the back are expected to remain in service. The most appropriate combination is chosen to ensure a reliability of 0.9 and minimum risk score of 7/18. If there are multiple suitable communication Systems, balanced operating hour priority should be given preference.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"The next 20 hours can be used to reach the cruising phase of the mission with only 2 communication systems required, as per load balancers: 1 communications system from bow and 1 communication system form stern should remain in service; the best combination is chosen to give a reliability of no more than 9/8 and not more that 7/18; when there are multiple communication systèmes, balanced working hours priority is given.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"There are only 2 communication systems required during the 20-hour cruising phase of this mission; 1 communication system from bow and 1 communications system devoutly operational; selecting an appropriate combination for reliability not exceeding 0.9, with a risk score below 7/18 depending on whether there are multiple communication systèmes.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"To move forward with the cruising phase of this mission, no more than 2 communication systems are required to be in use for the next 20 hours. Load balancing guidelines dictate that 1 communications system from behind and 1 communication system downstream should still be active. The best possible combination is chosen to have an average reliability of 90.9 and a maximum risk score of 7/18 as specified by the mission. If there are multiple communication Systems available, balanced working hours will be given preference.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"En route for the cruise phase of this mission only 2 communication systems are required and load balancing guidelines say that 1 communications system from bow and one communicating System (from stern) remain active; the best combination is chosen to have a reliability of no more than 7/18 risk score, while there are multiple communication Systems available with priority to balance operations.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"A minimum of 2 communication systems are required during the next 20 hours that move into cruising phase of the mission; 1 communication system from the bow must remain in service, and one communications System (communications unit) from latitude 27 and the other two from port can also continue operating under load balancer requirements: the best possible combination is chosen to give reliability no more than 0.9 and a risk score below 7/18 depending on whether there's multiple communication Systems. If there are many suitable systems, balanced working hours will be given priority over any other.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
"Getting to the cruise stage of the mission, only 2 engine rooms are required for the next 20 hours. To comply with load distribution principles, 1 engine room should be on the fore and 1 should off on each side. The most suitable combination is chosen to meet a reliability of 0.9 while the risk score is below 7/18. If there are several suitable engine chambers, priority is given to ensure balanced operational times.",Mission,,Equipment,Select K out of N,Equipment,Ships,Immediate,Sea,Maintenance scheduling,Minimum risk,"Balancing loads,Reliability,Risk score","Working hours,Manpower availability"
