Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"There have also been orders placed for a ship to sail during this year’s annual maintenance period when various parts of the equipment were under regular use. The workshop has been instructed by its management to carry out the maintenance tasks and make the ship seaworthy within 48 hours of notice, as new timelineses have been set in place with no deviation from work standards exceeding 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been ordered to leave during the annual maintenance period. Pre-run maintenance procedures for different equipment are currently in progress. The workshop has agreed to complete the maintenance work and ensure the ship is seaworthy within 48 hours of notification. To meet the new timelines, the workshop must guarantee that the quality of work does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of the annual maintenance period, the ship has been ordered to embark. Maintenance procedures for different equipment are currently in progress. The workshop has agreed to complete the maintenance work and ensure the vessel's sea safety within 48 hours of notification. To meet the new timelines, it must make certain that the quality of work does not exceed 10% at most.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been ordered to sail. Maintenance activities for different equipment were being carried out. The workshop has agreed to complete the maintenance tasks and ensure the vessel's seaworthiness within 48 hours of notification. To meet the new timelines, it must ensure that work is completed with minimum quality standards and does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"While in the midst of the annual maintenance period, the ship has been ordered to embark. Maintenance procedures for different equipment are currently being performed. The workshop has also been instructed to complete all the maintenance tasks and ensure the vessel is sea-worthy within 48 hours of notification. To meet the new timelines, it must make certain that the quality of work does not exceed 10% at most.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As part of the annual maintenance period, he has been instructed to set sail. Other equipment maintenance activities were also ongoing at the workshop and they have been told that they must complete these tasks within 48 hours of notification in order to ensure the ship is seaworthy. In order meet the new timelines, the workshops are required to make certain that the quality of work does not exceed 10% while vessels are in transit.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Overhead maintenance of the ship has been ordered during this year's annual maintenance period, and routine repairs have been made for a range of equipment. The workshop has also been instructed to complete all necessary repair tasks as soon as possible in order to ensure that the vessel is sea-worthy within two days. In order meet the new timelines, the workshop must work within four to five years without any deviation in quality of work or risk deviating by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to set sail amidst the annual maintenance period, with routine tasks being undertaken on all types of equipment. Within 48 hours of notification, work must be completed by members of staff to ensure the ship is sea-worthy and not damaged beyond 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst an annual maintenance phase when the vessel is expected to depart, various equipment repairs have been carried out. The workshop has been instructed to complete the maintenance tasks and ensure that it ships seaworthy within 48 hours of notification. In order to meet the new timelines, the workshop must make certainthat work does not drop by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Under the annual maintenance period, it has been instructed to leave the ship; routine checks and repairs for all types of equipment have also been undertaken; within 48 hours of notification, work will be completed and ensured that (the) ship is seaworthy – and that ships are not left in docks as intended. In order to meet the new timelines, the workshop needs no longer to allow quality of work to exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"the odometer has been set back to allow for sailing during an annual maintenance period where work had started on all kinds of equipment, and that ""work will continue as normal until full sea level (within 2 days)"" The workshop has also been given notice that it is responsible for terminating its maintenance works and making the ship merchantable if and when it becomes necessary within 48 hours of posting, while still maintaining quality of work which would not otherwise fall within the new timelines by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been ordered to sail during the annual maintenance period, which involves the execution of routine maintenance tasks for different equipment. The workshop has also been instructed to complete the maintenance assignments and ensure the ship is seaworthy within 48 hours of notification. To comply with the newly established timelines, the quality of work performed by the workshop must not vary more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been ordered to sail. The workshop has also been instructed to complete the maintenance tasks and ensure the vessel is seaworthy within 48 hours of notification. To comply with the newly established timelines, only high-quality work must be performed by the workshop in excess of 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The annual maintenance period has been extended, and the ship has since been ordered to sail during this time. The workshop has also been instructed to complete the maintenance tasks and ensure the vessel is seaworthy within 48 hours of notification. To meet the new timelines, there must be no deviations in quality from the factory standard by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"This means that the ship has been ordered to sail during the annual maintenance period, when various types of equipment were being serviced; under the new responsibilities of ""coming soon"" the workshop has also been instructed to complete these maintenance assignments and ensure the vessel is seaworthy within 48 hours thereof, meaning that it must not exceed 10% of the quality of work performed by the workshops to meet the newly established timelines.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"To ensure the ship's safety within 48 hours of notice, the annual maintenance period has been extended, which includes carrying out maintenance tasks on multiple equipment. The workshop has also been instructed to complete the maintenance assignments and make it sea-worthy by a minimum of 10% of its work quality for the newly established timelines.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In order to meet the annual maintenance deadline, which includes not only scheduled service times but also ongoing routine maintenance on equipment, we have ordered a ship to be seaworthy within 48 hours of notice. The workshop has been instructed to complete all necessary maintenance tasks within two days and to ensure that it is sea-ready within this timeframe. To comply with the new timelines, the quality of work must not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During this year's annual maintenance period, the ship has been required to undergo regular maintenance on all its equipment. The workshop is responsible for managing these maintenance tasks and ensuring that the vessel is seaworthy within 48 hours of notification. To comply with the newly established timelines, however does not exceed 10% of the quality of work performed by the workshop.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to sail at the time of the annual maintenance period when various equipment parts are being serviced, and the workshop has also been given tasks which must be completed within 48 hours of notice so that this ship is seaworthy As per new set of timelines, the quality of work carried out by the workshops in order to ensure the ship remains seaable under these new timeline conditions, however, must not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Each year, a ship has been ordered to sail during the annual maintenance period, which includes performing routine maintenance on all types of equipment. The workshop has also been given responsibility to complete these maintenance assignments and ensure that the ship is seaworthy within 48 hours after notification; in order to comply with new timelines, quality of work performed by workshops must not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ayearly scheduled maintenance routines on a number of equipment were being carried out while the ship is in service and to ensure it becomes seaworthy within 48 hours of notice. To meet new timelines, the quality or quantity performed by this workshop must not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During annual maintenance, the ship has been sent out to sail. Other equipment had regular maintenance during this period. The workshop has now been instructed to complete the maintenance tasks and ensure the vessel is seaworthy within 48 hours of notification. Adherence to the new timelines requires that work quality do not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"While the ship is being serviced annually, it has been given notice to continue with its regular maintenance. The workshop has also been instructed to complete the maintenance work and ensure the vessel is seaworthy within 48 hours. Adherence to the new timelines requires that the workshop's output does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship has been notified to commence sailing and is currently receiving annual maintenance. Other equipment's maintenance activities have been ongoing throughout this period. The workshop has also been instructed to complete the maintenance tasks and ensure the ship is seaworthy within 48 hours of notification. Adherence to the new timelines requires that the workshop' work quality does not fluctuate by more than 10%.,Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship is currently in a state of annual maintenance where regular maintenance for all its equipment has been ongoing during this time. The workshop has also been instructed to complete the maintenance tasks and ensure the ship's seaworthiness within 48 hours of notification. Adherence to the newly enforced timeline requirements means that work quality does not vary by more than 10%.,Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Every year, the ship is under maintenance and has been notified to commence operations. Other equipment had been maintaining it for some time while the workshop was in place. Within 48 hours of notification, they were assigned to complete the maintenance work and ensure the vessel's seaworthiness. Adherence to the new timelines requires that the shop'll maintain its work quality by no more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Ship has been commanded to sail while receiving annual maintenance. Routines for other instruments were in place throughout this period; within two days of notice, the ship's workshop has completed all its maintenance and is required to be seaworthy within 48 hours; and compliance with newly enforced timelines means that no part of work falls more than 10% below these new guidelines.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Throughout its annual maintenance, the ship has been ordered to depart. Maintenance activities for other machines have persisted during this time frame. The workshop has also been instructed within two days from notice to complete the necessary tasks and ensure the vessel is seaworthy by complying with newly established timelines, which require a deviation of more than 10% in work quality.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"For an extended period, the ship has been under regular annual maintenance and is now ready to depart. The workshop has also carried out ongoing maintenance on all equipment during this time. Within 48 hours of notification, they will be completing their tasks and returning the vessel to its seaworthy status; however, compliance with the newly enforced timelines will ensure that work quality does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Overnight maintenance of the ship has been conducted annually, and during this time frame, various equipment's routine maintenance was still ongoing. The workshop is now responsible for completing the necessary tasks and ensuring the vessel is seaworthy within 48 hours after notification. Adherence to these updated timelineses requires workshops to maintain work quality consistent with established standards by no more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been under annual maintenance since the ship first set sail; during this period various parts of the ships equipment were maintained and the workshop continues, with work being done to complete these tasks within 48 hours of notice for the vessel to be seaworthy – in accordance now enforced timelines that mean compliance must not exceed 10% of its work performance.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been granted a yearly maintenance period, which included ongoing maintenance on its equipment. The workshop has now been assigned to complete the maintenance tasks and ensure the ship is seaworthy within 48 hours of notification. To meet the new timelines, the workshop must guarantee that the quality of work does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been sent to sail. The workshop has also been given responsibility for completing the maintenance tasks and ensuring the vessel is seaworthy within 48 hours of notification. To meet the new timelines, it must ensure that the quality of work does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"This comes as the ship has been ordered to sail during an annual maintenance period that saw a number of equipment routine maintenance routines being in progress.The workshop has now been given responsibility for fulfilling these maintenance assignments and making sure the vessel is seaworthy within 48 hours of notice.To meet new timelines, the workshop must make certain that the quality of work does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As part of the annual maintenance period, the ship has been ordered to sail. The workshop has also been given responsibility for completing all the maintenance tasks and ensuring that it is sea-worthy within 48 hours of notification. To meet the new timelines, however, they must ensure that the quality of work does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst an ongoing year of maintenance for all types of equipment, the ship has been ordered to sail. The workshop has now been tasked with carrying out these maintenance tasks and ensuring the vessel is seaworthy within 48 hours of notification. To meet new timelines, this workshop must guarantee that work does not drop by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has been ordered to sail during an annual maintenance period of around two years, when various types of equipment had maintenance routines; the workshop has now been given the task of completing these maintenance assignments and ensuring that it is sea-ready within two days so as to meet new timelines: in order to ensure that work quality does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"He said: ‘The ship has been ordered to sail amidst the annual maintenance period, during which various equipment had its routine servicing.’ The workshop has now been given the task of carrying out the maintenance tasks and making sure that it is sea-ready within 48 hours from notification; to meet new timelines “we need to ensure that no work falls below 10% line item in terms of quality because above-probable line items do not improve with the timeframe.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"It has now sailed while regular maintenance routines for all types of equipment were in progress for this year’s annual maintenance period, with the ship already sailing within 48 hours of notice.The workshop has been given responsibility to complete these maintenance assignments and make it sea-worthy by at least 2 weeks after its scheduled delivery date; otherwise, the new timelines would mean that work must not exceed 10% quality level in order to be on time.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, where various equipment was in need of repairs and ongoing repairs, the ship has been sent to sail. The workshop has now been given responsibility for finishing the maintenance tasks and ensuring the vessel is seaworthy within 48 hours of notification. To meet the new timelines, it must ensure that the quality of work does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The annual maintenance period was underway as the ship is set to sail, and the workshop has been given the responsibility of carrying out all equipment maintenance during this time. To meet the new timelines, the workshops must ensure that their work is seaworthy within 48 hours of notification.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of the annual maintenance period, orders for the ship to sail were being received. Pre-operations for other equipment were in progress. The workshop has been assigned to complete the maintenance tasks and ensure the vessel is seaworthy within 48 hours of notification. Complying with newly introduced timelines requires that the quality of work performed by the workshop maintains a deviation of 10% or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Orders have been given for the ship to sail during the annual maintenance period. During that time, various equipment maintenance procedures were in progress. The workshop has been instructed to complete the maintenance tasks and maintain it seaworthy within 48 hours of notification. Complying with newly introduced timelines requires workshops to maintain quality work by maintaining a standard deviation of 10% or more.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been ordered to sail amidst the annual maintenance period. At that time, various equipment parts were being maintained. The workshop has had the responsibility of completing the maintenance tasks and ensuring the ship is seaworthy within 48 hours of notification. Complying with newly introduced timelines requires maintaining work quality at no more than 10% deviation.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance period, the ship has been ordered to sail. Other equipment was being maintained during that time. The workshop has also been instructed to complete the maintenance tasks and ensure the vessel is seaworthy within 48 hours of notification. Following the new timelines mandates that the quality of work performed by the workshop should not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"As part of the yearly maintenance cycle, the ship has been given the green light to begin its sailing. Pre-run maintenance plans for other equipment were in progress. The workshop has had an obligation to finish the maintenance work and maintain the vessel's seaworthiness within 48 hours. Complying with newly introduced timelines requires that the quality or quantity of work performed by the workshop does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Within 48 hours of the annual maintenance period, orders have been placed for a new vessel to sail. Routine checks on all types of equipment were in progress. The workshop has been instructed to carry out these maintenance tasks and maintain the ship's seaworthiness within two days. Complying with newly introduced timelines requires that the quality of work performed by the workshop does not exceed 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"While the annual maintenance period was ongoing, the ship has been ordered to sail and other equipment parts were being maintained. The workshop has also been instructed to complete the maintenance tasks and ensure that it ships seaworthy within 48 hours of notification. Complying with newly introduced timelines requires adherence to maintain a deviation of 10% or less.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"At this time, the ship has been ordered to sail amidst an annual maintenance period. Other equipment was also being maintained during that time frame. The workshop has had the responsibility of performing all necessary maintenance tasks and ensuring the vessel is seaworthy within 48 hours of notification. Complying with newly introduced timelines requires workshops to maintain work quality without deviations exceeding 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst an annual maintenance phase when the vessel is expected to begin its journey, work on various equipment was being carried out. The workshop has been given responsibility for completing these maintenance tasks and ensuring the ship is seaworthy within 48 hours of notification. Complying with newly introduced timelines requires the quality of works performed by the workshop to maintain a deviation of less than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship was ordered to sail amidst the annual maintenance period. Other equipment related activities were being carried out at that time, and the workshop has been given responsibility for completing these repairs within 48 hours of notification. Complying with the new timelines requires workshops to maintain work quality by no more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been instructed to sail during the annual maintenance period, despite ongoing equipment maintenance. The workshop has received instructions to complete the maintenance tasks and maintain the ship's seaworthiness within 48 hours of notification. To meet the new timelines, the workshop must ensure that the quality of work does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The annual maintenance period has led to the ship being required to sail, with regular repairs being made on all equipment. The workshop has been instructed to complete the maintenance work and maintain the vessel's seaworthiness within 48 hours of notification. To meet the new timelines, the workshop must ensure that the quality of work does not vary by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
