Scenario,Category,Sub - mission,Level,Action,Entity,From,Time,Location,Task Objective,Objective function,Hard Constrains,Soft Constrains (Preferences)
"The ship has been given orders to sail during the annual maintenance period, while various equipment undergoes routine maintenance. The workshop has been directed to complete maintenance tasks and ensure the ship's seaworthiness within 48 hours of notice. To adhere to the newly promulgated timelines, the workshop's work quality must not deviate by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst the annual maintenance period, the vessel has been instructed to set sail. The workshop has received directives to finalize maintenance tasks and certify the ship's seaworthiness within 48 hours of notice. To comply with the updated schedules, the workshop's work quality must not deviate by more than 12%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance phase, the ship has been mandated to commence sailing. The workshop has been tasked with expediting maintenance operations and certifying the ship as seaworthy within 48 hours of notification. To meet the revised deadlines, the workshop's work quality should not deviate by more than 8%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Despite the ongoing annual maintenance procedures, the ship has been commanded to sail. The workshop has been tasked with completing maintenance duties and ensuring the ship's readiness for sea within 24 hours of notice. To maintain the new timelines, the workshop's work quality must not deviate by more than 20%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of annual maintenance activities, the ship has been directed to proceed with its voyage. The workshop has been given the task to complete maintenance assignments and ensure the ship's readiness for sea within 60 hours of notification. Adhering to the updated schedules, the workshop's work quality should not deviate by more than 5%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Despite having the ongoing annual maintenance period, the ship has been ordered to sail. The workshop has been entrusted with finalizing maintenance duties and certifying the ship's seaworthiness within 28 hours of notice. To adhere to the new timelines, the workshop's work quality must not deviate by more than 19%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship is to sail in the midst of yearly maintenance operations that are currently underway. The workshop is to expedite repair tasks and guarantee that the ship is seaworthy within 48 hours of notification. To meet the newly established deadlines, the workshop's work quality should not deviate by more than 13%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst ongoing annual maintenance tasks, the ship has been directed to set sail. The workshop has been tasked with finalizing maintenance operations and ensuring the ship's seaworthiness within 72 hours of notification. To adhere to the new timelines, the workshop's work quality must not deviate by more than 7%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Despite the ongoing annual maintenance phase, the ship has been commanded to sail. The workshop has been mandated to complete maintenance assignments and certify the ship's seaworthiness within 40 hours of notice. To comply with the new schedules, the workshop's work quality should not deviate by more than 16%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of annual maintenance activities, the ship has been directed to proceed with its voyage. The workshop has been given the task to expedite maintenance assignments and ensure the ship's readiness for sea within 56 hours of notification. Adhering to the new timelines, the workshop's work quality must not deviate by more than 9%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship has been ordered to sail during the annual maintenance period, wherein maintenance routines were being undertaken on various equipment. Workshop has been directed to finish the maintenance task and make the ship seaworthy within 48 hours of notice. In order to stick to the new promulgated timelines, the quality of work done by the workshop must not deviate more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst the annual maintenance period, the vessel has been ordered to set sail. The workshop has received instructions to finalize maintenance tasks and certify the ship's seaworthiness within 36 hours of notice. To comply with the updated schedules, the workshop's work quality must not deviate by more than 12%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"During the annual maintenance phase, the ship has been mandated to commence sailing. The workshop has been tasked with expediting maintenance operations and certifying the ship as seaworthy within 72 hours of notification. To meet the revised deadlines, the workshop's work quality should not deviate by more than 8%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Despite the ongoing annual maintenance procedures, the ship has been commanded to sail. The workshop has been tasked with completing maintenance duties and ensuring the ship's readiness for sea within 48 hours of notice. To maintain the new timelines, the workshop's work quality must not deviate by more than 20%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of annual maintenance activities, the ship has been directed to proceed with its voyage. The workshop has been given the task to complete maintenance assignments and ensure the ship's readiness for sea within 48 hours of notification. Adhering to the updated schedules, the workshop's work quality should not deviate by more than 5%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Despite the ongoing annual maintenance period, the ship has been ordered to sail. The workshop has been entrusted with finalizing maintenance duties and certifying the ship's seaworthiness within 30 hours of notice. To adhere to the new timelines, the workshop's work quality must not deviate by more than 18%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
The ship is to sail in the midst of yearly maintenance operations that are currently underway. The workshop is to expedite repair tasks and guarantee that the ship is seaworthy within 48 hours of notification. The quality of work produced in the workshop should not vary by more than 13% in order to achieve the newly set dates.,Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"Amidst ongoing annual maintenance tasks, the ship has been directed to set sail. The workshop has been tasked with finalizing maintenance operations and ensuring the ship's seaworthiness within 46 hours of notification. To adhere to the new timelines, the workshop's work quality must not deviate by more than 7%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"The ship is ordered to sail in spite of the continuing yearly maintenance phase. The workshop has been mandated to complete maintenance assignments and certify the ship's seaworthiness within 39 hours of notice. To comply with the new schedules, the workshop's work quality should not deviate by more than 16%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
"In the midst of annual maintenance activities, the ship has been directed to proceed with its voyage. The workshop is to speed maintenance tasks and guarantee that the ship is seaworthy within fifty-five hours after notification. Adhering to the new timelines, the workshop's work quality must not deviate by more than 10%.",Maintenance,,Ship,Evaluate,Workshop,Fleet,48 hours,Workshop,Maintenance scheduling,Minimum time,"Reliability,Conformance ",Activity sequence
